id|rightsId|isUpdate|isDLC|isDemo|name|version|region
01006A80038FC800|00000000000000000000000000000000|1|0|0|ACA NEOGEO ART OF FIGHTING|ACA NEOGEO ART OF FIGHTING|65536
010066600877E000|010066600877E0000000000000000003|0|0|0|ACA NEOGEO ART OF FIGHTING 2|ACA NEOGEO ART OF FIGHTING 2|US
010066600877E800|00000000000000000000000000000000|1|0|0|ACA NEOGEO ART OF FIGHTING 2|ACA NEOGEO ART OF FIGHTING 2|65536
01004AC002B40000|01004AC002B400000000000000000003|0|0|0|ACA NEOGEO ART OF FIGHTING 3|ACA NEOGEO ART OF FIGHTING 3|US
01003FE00A2F6000|01003FE00A2F60000000000000000004|0|0|0|ACA NEOGEO BASEBALL STARS PROFESSIONAL|ACA NEOGEO BASEBALL STARS PROFESSIONAL|US
0100DFC003398000|0100DFC0033980000000000000000000|0|0|0|ACA NEOGEO BLAZING STAR|ACA NEOGEO BLAZING STAR|US
0100379003900000|01003790039000000000000000000003|0|0|0|ACA NEOGEO BLUE'S JOURNEY|ACA NEOGEO BLUE'S JOURNEY|US
01002AA004DB4000|01002AA004DB40000000000000000003|0|0|0|ACA NEOGEO BURNING FIGHT|ACA NEOGEO BURNING FIGHT|US
0100EE6002B48000|0100EE6002B480000000000000000000|0|0|0|ACA NEOGEO FATAL FURY|ACA NEOGEO FATAL FURY|US
0100CAF001DBE000|0100CAF001DBE0000000000000000000|0|0|0|ACA NEOGEO FATAL FURY 2|ACA NEOGEO FATAL FURY 2|US
01000D1008714000|01000D10087140000000000000000004|0|0|0|ACA NEOGEO FATAL FURY 3|ACA NEOGEO FATAL FURY 3|US
010019A0038FA000|010019A0038FA0000000000000000000|0|0|0|ACA NEOGEO FATAL FURY SPECIAL|ACA NEOGEO FATAL FURY SPECIAL|US
010019A0038FA800|00000000000000000000000000000000|1|0|0|ACA NEOGEO FATAL FURY SPECIAL|ACA NEOGEO FATAL FURY SPECIAL|65536
01002580038DE000|01002580038DE0000000000000000000|0|0|0|ACA NEOGEO GALAXY FIGHT: UNIVERSAL WARRIORS|ACA NEOGEO GALAXY FIGHT: UNIVERSAL WARRIORS|US
01002580038DE800|00000000000000000000000000000000|1|0|0|ACA NEOGEO GALAXY FIGHT: UNIVERSAL WARRIORS|ACA NEOGEO GALAXY FIGHT: UNIVERSAL WARRIORS|65536
0100CB2001DB8000|0100CB2001DB80000000000000000000|0|0|0|ACA NEOGEO GAROU: MARK OF THE WOLVES|ACA NEOGEO GAROU: MARK OF THE WOLVES|US
0100CB2001DB8800|0100CB2001DB88000000000000000000|1|0|0|ACA NEOGEO GAROU: MARK OF THE WOLVES|ACA NEOGEO GAROU: MARK OF THE WOLVES|0
01005D700A2F8000|01005D700A2F80000000000000000004|0|0|0|ACA NEOGEO GHOST PILOTS|ACA NEOGEO GHOST PILOTS|US
0100CE400A2FA000|0100CE400A2FA0000000000000000004|0|0|0|ACA NEOGEO Gururin|ACA NEOGEO Gururin|US
0100CE400A2FA800|00000000000000000000000000000000|1|0|0|ACA NEOGEO Gururin|ACA NEOGEO Gururin|65536
010014E004FA8000|010014E004FA80000000000000000003|0|0|0|ACA NEOGEO KARNOV'S REVENGE|ACA NEOGEO KARNOV'S REVENGE|US
010014E004FA8800|00000000000000000000000000000000|1|0|0|ACA NEOGEO KARNOV'S REVENGE|ACA NEOGEO KARNOV'S REVENGE|65536
0100B1300871A000|0100B1300871A0000000000000000003|0|0|0|ACA NEOGEO KING OF THE MONSTERS|ACA NEOGEO KING OF THE MONSTERS|US
01000D10038E6000|01000D10038E60000000000000000000|0|0|0|ACA NEOGEO LAST RESORT|ACA NEOGEO LAST RESORT|US
0100A050038F2000|0100A050038F20000000000000000000|0|0|0|ACA NEOGEO MAGICAL DROP II|ACA NEOGEO MAGICAL DROP II|US
01008ED008776000|01008ED0087760000000000000000004|0|0|0|ACA NEOGEO MAGICAL DROP III|ACA NEOGEO MAGICAL DROP III|US
01007920038F6000|01007920038F60000000000000000000|0|0|0|ACA NEOGEO MAGICIAN LORD|ACA NEOGEO MAGICIAN LORD|US
01007920038F6800|00000000000000000000000000000000|1|0|0|ACA NEOGEO MAGICIAN LORD|ACA NEOGEO MAGICIAN LORD|65536
0100EBE002B3E000|0100EBE002B3E0000000000000000000|0|0|0|ACA NEOGEO METAL SLUG|ACA NEOGEO METAL SLUG|US
0100EBE002B3E800|0100EBE002B3E8000000000000000003|1|0|0|ACA NEOGEO METAL SLUG|ACA NEOGEO METAL SLUG|0
010086300486E000|010086300486E0000000000000000000|0|0|0|ACA NEOGEO METAL SLUG 2|ACA NEOGEO METAL SLUG 2|US
0100BA8001DC6000|0100BA8001DC60000000000000000000|0|0|0|ACA NEOGEO METAL SLUG 3|ACA NEOGEO METAL SLUG 3|US
0100BA8001DC6800|0100BA8001DC68000000000000000004|1|0|0|ACA NEOGEO METAL SLUG 3|ACA NEOGEO METAL SLUG 3|0
01008FD004DB6000|01008FD004DB60000000000000000003|0|0|0|ACA NEOGEO METAL SLUG X|ACA NEOGEO METAL SLUG X|US
01007F4004FA4000|01007F4004FA40000000000000000003|0|0|0|ACA NEOGEO MUTATION NATION|ACA NEOGEO MUTATION NATION|US
010038F00AFA0000|010038F00AFA00000000000000000004|0|0|0|ACA NEOGEO Money Puzzle Exchanger|ACA NEOGEO Money Puzzle Exchanger|US
0100A8C001DCE000|0100A8C001DCE0000000000000000000|0|0|0|ACA NEOGEO NAM-1975|ACA NEOGEO NAM-1975|US
0100A8C001DCE800|00000000000000000000000000000000|1|0|0|ACA NEOGEO NAM-1975|ACA NEOGEO NAM-1975|65536
01002E70032E8000|01002E70032E80000000000000000000|0|0|0|ACA NEOGEO NEO TURF MASTERS|ACA NEOGEO NEO TURF MASTERS|US
01002E70032E8800|00000000000000000000000000000000|1|0|0|ACA NEOGEO NEO TURF MASTERS|ACA NEOGEO NEO TURF MASTERS|65536
010052A00A306000|010052A00A3060000000000000000004|0|0|0|ACA NEOGEO NINJA COMBAT|ACA NEOGEO NINJA COMBAT|US
01003A5001DBA000|01003A5001DBA0000000000000000000|0|0|0|ACA NEOGEO OVER TOP|ACA NEOGEO OVER TOP|US
01000F3008718000|01000F30087180000000000000000003|0|0|0|ACA NEOGEO POWER SPIKES II|ACA NEOGEO POWER SPIKES II|US
01008EA008712000|01008EA0087120000000000000000003|0|0|0|ACA NEOGEO PULSTAR|ACA NEOGEO PULSTAR|US
0100A290038F8000|0100A290038F80000000000000000000|0|0|0|ACA NEOGEO PUZZLED|ACA NEOGEO PUZZLED|US
0100A290038F8800|00000000000000000000000000000000|1|0|0|ACA NEOGEO PUZZLED|ACA NEOGEO PUZZLED|65536
010030F008730000|010030F0087300000000000000000004|0|0|0|ACA NEOGEO REAL BOUT FATAL FURY|ACA NEOGEO REAL BOUT FATAL FURY|US
010088500878C000|010088500878C0000000000000000004|0|0|0|ACA NEOGEO REAL BOUT FATAL FURY SPECIAL|ACA NEOGEO REAL BOUT FATAL FURY SPECIAL|US
01002C900A302000|01002C900A3020000000000000000004|0|0|0|ACA NEOGEO RIDING HERO|ACA NEOGEO RIDING HERO|US
01002C900A302800|00000000000000000000000000000000|1|0|0|ACA NEOGEO RIDING HERO|ACA NEOGEO RIDING HERO|65536
01000C9004FA2000|01000C9004FA20000000000000000003|0|0|0|ACA NEOGEO ROBO ARMY|ACA NEOGEO ROBO ARMY|US
01005C9002B42000|01005C9002B420000000000000000000|0|0|0|ACA NEOGEO SAMURAI SHODOWN|ACA NEOGEO SAMURAI SHODOWN|US
010052B00871C000|010052B00871C0000000000000000003|0|0|0|ACA NEOGEO SAMURAI SHODOWN II|ACA NEOGEO SAMURAI SHODOWN II|US
0100804008794000|01008040087940000000000000000004|0|0|0|ACA NEOGEO SAMURAI SHODOWN III|ACA NEOGEO SAMURAI SHODOWN III|US
0100804008794800|00000000000000000000000000000000|1|0|0|ACA NEOGEO SAMURAI SHODOWN III|ACA NEOGEO SAMURAI SHODOWN III|65536
010047F001DBC000|010047F001DBC0000000000000000000|0|0|0|ACA NEOGEO SAMURAI SHODOWN IV|ACA NEOGEO SAMURAI SHODOWN IV|US
01000C800AFD6000|01000C800AFD60000000000000000004|0|0|0|ACA NEOGEO SAMURAI SHODOWN V|ACA NEOGEO SAMURAI SHODOWN V|US
0100D170038EA000|0100D170038EA0000000000000000000|0|0|0|ACA NEOGEO SENGOKU|ACA NEOGEO SENGOKU|US
01009B300872A000|01009B300872A0000000000000000004|0|0|0|ACA NEOGEO SENGOKU 2|ACA NEOGEO SENGOKU 2|US
01008D000877C000|01008D000877C0000000000000000004|0|0|0|ACA NEOGEO SENGOKU 3|ACA NEOGEO SENGOKU 3|US
01008A9001DC2000|01008A9001DC20000000000000000000|0|0|0|ACA NEOGEO SHOCK TROOPERS|ACA NEOGEO SHOCK TROOPERS|US
01008A9001DC2800|01008A9001DC28000000000000000000|1|0|0|ACA NEOGEO SHOCK TROOPERS|ACA NEOGEO SHOCK TROOPERS|0
01004DE001DC8000|01004DE001DC80000000000000000000|0|0|0|ACA NEOGEO SHOCK TROOPERS 2nd Squad|ACA NEOGEO SHOCK TROOPERS 2nd Squad|US
01004DE001DC8800|00000000000000000000000000000000|1|0|0|ACA NEOGEO SHOCK TROOPERS 2nd Squad|ACA NEOGEO SHOCK TROOPERS 2nd Squad|131072
0100DBF004FAA000|0100DBF004FAA0000000000000000003|0|0|0|ACA NEOGEO SOCCER BRAWL|ACA NEOGEO SOCCER BRAWL|US
01007D1004DBA000|01007D1004DBA0000000000000000003|0|0|0|ACA NEOGEO SPIN MASTER|ACA NEOGEO SPIN MASTER|US
01004B600A2FC000|01004B600A2FC0000000000000000004|0|0|0|ACA NEOGEO STAKES WINNER|ACA NEOGEO STAKES WINNER|US
0100CE1004FA6000|0100CE1004FA60000000000000000003|0|0|0|ACA NEOGEO STREET HOOP|ACA NEOGEO STREET HOOP|US
0100A0E004DB2000|0100A0E004DB20000000000000000000|0|0|0|ACA NEOGEO SUPER SIDEKICKS|ACA NEOGEO SUPER SIDEKICKS|US
0100A0E004DB2800|00000000000000000000000000000000|1|0|0|ACA NEOGEO SUPER SIDEKICKS|ACA NEOGEO SUPER SIDEKICKS|65536
010055A00A300000|010055A00A3000000000000000000004|0|0|0|ACA NEOGEO SUPER SIDEKICKS 2|ACA NEOGEO SUPER SIDEKICKS 2|US
010055A00A300800|010055A00A3008000000000000000004|1|0|0|ACA NEOGEO SUPER SIDEKICKS 2|ACA NEOGEO SUPER SIDEKICKS 2|0
0100A4D00A308000|0100A4D00A3080000000000000000004|0|0|0|ACA NEOGEO SUPER SIDEKICKS 3 : THE NEXT GLORY|ACA NEOGEO SUPER SIDEKICKS 3 : THE NEXT GLORY|US
0100A4D00A308800|00000000000000000000000000000000|1|0|0|ACA NEOGEO SUPER SIDEKICKS 3 : THE NEXT GLORY|ACA NEOGEO SUPER SIDEKICKS 3 : THE NEXT GLORY|65536
0100EB2001DCC000|0100EB2001DCC0000000000000000000|0|0|0|ACA NEOGEO THE KING OF FIGHTERS '94|ACA NEOGEO THE KING OF FIGHTERS '94|US
01009DC001DB6000|01009DC001DB60000000000000000003|0|0|0|ACA NEOGEO THE KING OF FIGHTERS '95|ACA NEOGEO THE KING OF FIGHTERS '95|US
01009DC001DB6800|00000000000000000000000000000000|1|0|0|ACA NEOGEO THE KING OF FIGHTERS '95|ACA NEOGEO THE KING OF FIGHTERS '95|65536
01006F0004FB4000|01006F0004FB40000000000000000003|0|0|0|ACA NEOGEO THE KING OF FIGHTERS '96|ACA NEOGEO THE KING OF FIGHTERS '96|US
0100B42001DB4000|0100B42001DB40000000000000000000|0|0|0|ACA NEOGEO THE KING OF FIGHTERS '98|ACA NEOGEO THE KING OF FIGHTERS '98|US
0100B42001DB4800|0100B42001DB48000000000000000000|1|0|0|ACA NEOGEO THE KING OF FIGHTERS '98|ACA NEOGEO THE KING OF FIGHTERS '98|0
0100583001DCA000|0100583001DCA0000000000000000000|0|0|0|ACA NEOGEO THE KING OF FIGHTERS '99|ACA NEOGEO THE KING OF FIGHTERS '99|US
0100B97002B44000|0100B97002B440000000000000000000|0|0|0|ACA NEOGEO THE KING OF FIGHTERS 2000|ACA NEOGEO THE KING OF FIGHTERS 2000|US
0100A5A004FB2000|0100A5A004FB20000000000000000003|0|0|0|ACA NEOGEO THE LAST BLADE|ACA NEOGEO THE LAST BLADE|US
0100699008792000|01006990087920000000000000000004|0|0|0|ACA NEOGEO THE LAST BLADE 2|ACA NEOGEO THE LAST BLADE 2|US
0100A0D004FB0000|0100A0D004FB00000000000000000003|0|0|0|ACA NEOGEO TOP HUNTER RODDY & CATHY|ACA NEOGEO TOP HUNTER RODDY & CATHY|US
0100B7400A304000|0100B7400A3040000000000000000004|0|0|0|ACA NEOGEO TOP PLAYER’S GOLF|ACA NEOGEO TOP PLAYER’S GOLF|US
0100CEF001DC0000|0100CEF001DC00000000000000000000|0|0|0|ACA NEOGEO WAKU WAKU 7|ACA NEOGEO WAKU WAKU 7|US
0100CEF001DC0800|00000000000000000000000000000000|1|0|0|ACA NEOGEO WAKU WAKU 7|ACA NEOGEO WAKU WAKU 7|131072
01002DD004FAC000|01002DD004FAC0000000000000000003|0|0|0|ACA NEOGEO WORLD HEROES|ACA NEOGEO WORLD HEROES|US
01001BD00915A000|01001BD00915A0000000000000000003|0|0|0|ACA NEOGEO WORLD HEROES 2|ACA NEOGEO WORLD HEROES 2|US
01006C3004FAE000|01006C3004FAE0000000000000000004|0|0|0|ACA NEOGEO WORLD HEROES 2 JET|ACA NEOGEO WORLD HEROES 2 JET|US
01009D4001DC4000|01009D4001DC40000000000000000000|0|0|0|ACA NEOGEO WORLD HEROES PERFECT|ACA NEOGEO WORLD HEROES PERFECT|US
01009D4001DC4800|01009D4001DC48000000000000000000|1|0|0|ACA NEOGEO WORLD HEROES PERFECT|ACA NEOGEO WORLD HEROES PERFECT|0
01005AF004DBC000|01005AF004DBC0000000000000000003|0|0|0|ACA NEOGEO ZED BLADE|ACA NEOGEO ZED BLADE|US
0100DBC0081A4000|0100DBC0081A40000000000000000003|0|0|0|ACORN Tactics|ACORN Tactics|US
0100AC10085CE000|0100AC10085CE0000000000000000003|0|0|0|AQUA KITTY UDX|AQUA KITTY UDX|US
0100AC10085CE800|00000000000000000000000000000000|1|0|0|AQUA KITTY UDX|AQUA KITTY UDX|65536
0100A5400AC86000|0100A5400AC860000000000000000004|0|0|0|ARMS (DEMO)|ARMS (DEMO)|US
01009B500007C000|01009B500007C0000000000000000000|0|0|0|ARMS™|ARMS™|US
01009B500007C800|01009B500007C8000000000000000004|1|0|0|ARMS™|ARMS™|0
0100C5E003B40000|0100C5E003B400000000000000000000|0|0|0|ARMS™ Global Testpunch (DEMO)|ARMS™ Global Testpunch (DEMO)|US
0100C5E003B40800|0100C5E003B408000000000000000003|1|0|0|ARMS™ Global Testpunch (DEMO)|ARMS™ Global Testpunch (DEMO)|0
01009A400A97C000|01009A400A97C0000000000000000005|0|0|0|ASSAULT GUNNERS HD EDITION|ASSAULT GUNNERS HD EDITION|US
01009A400A97C800|00000000000000000000000000000000|1|0|0|ASSAULT GUNNERS HD EDITION|ASSAULT GUNNERS HD EDITION|131072
01009A400A97D001|01009A400A97D0010000000000000005|0|1|0|ASSAULT GUNNERS HD EDITION [ASSAULT GUNNERS HD EDITION EXTRA PACK]|ASSAULT GUNNERS HD EDITION [ASSAULT GUNNERS HD EDITION EXTRA PACK]|US
01000D1006CEC000|01000D1006CEC0000000000000000003|0|0|0|ATOMIK: RunGunJumpGun|ATOMIK: RunGunJumpGun|US
01000D1006CEC800|00000000000000000000000000000000|1|0|0|ATOMIK: RunGunJumpGun|ATOMIK: RunGunJumpGun|65536
0100FB500631E000|0100FB500631E0000000000000000004|0|0|0|ATOMINE|ATOMINE|US
0100FB500631E800|00000000000000000000000000000000|1|0|0|ATOMINE|ATOMINE|65536
0100FF1004D56000|0100FF1004D560000000000000000003|0|0|0|Ace of Seafood|Ace of Seafood|US
0100FF1004D56800|0100FF1004D568000000000000000004|1|0|0|Ace of Seafood|Ace of Seafood|0
0100B28003440000|0100B280034400000000000000000003|0|0|0|Aces of the Luftwaffe - Squadron|Aces of the Luftwaffe - Squadron|US
0100B28003440800|0100B280034408000000000000000003|1|0|0|Aces of the Luftwaffe - Squadron|Aces of the Luftwaffe - Squadron|0
0100C4E004406800|0100C4E0044068000000000000000004|1|0|0|Adventure Time: Pirates of the Enchiridion|Adventure Time: Pirates of the Enchiridion|0
0100C4E004406000|0100C4E0044060000000000000000004|0|0|0|Adventure Time: Pirates of the Enchiridion|Adventure Time: Pirates of the Enchiridion|US
01008E6006502000|01008E60065020000000000000000003|0|0|0|Aegis Defenders|Aegis Defenders|US
01008E6006502800|01008E60065028000000000000000004|1|0|0|Aegis Defenders|Aegis Defenders|0
010064500AF72000|010064500AF720000000000000000004|0|0|0|Aegis Defenders (DEMO)|Aegis Defenders (DEMO)|US
01008E6006503002|01008E60065030020000000000000003|0|1|0|Aegis Defenders [Barista Clu Skin + Egg Kobo Skin]|Aegis Defenders [Barista Clu Skin + Egg Kobo Skin]|US
01008E6006503003|01008E60065030030000000000000003|0|1|0|Aegis Defenders [Foodie Item Skins]|Aegis Defenders [Foodie Item Skins]|US
01008E6006503001|01008E60065030010000000000000003|0|1|0|Aegis Defenders [Patissier Bart Skin]|Aegis Defenders [Patissier Bart Skin]|US
01006C40086EA000|01006C40086EA0000000000000000003|0|0|0|AeternoBlade|AeternoBlade|US
0100B1C00949A000|0100B1C00949A0000000000000000003|0|0|0|AeternoBlade (DEMO)|AeternoBlade (DEMO)|US
01006C40086EB003|01006C40086EB0030000000000000003|0|1|0|AeternoBlade [Agent Costume]|AeternoBlade [Agent Costume]|US
01006C40086EB001|01006C40086EB0010000000000000003|0|1|0|AeternoBlade [Arena Mode]|AeternoBlade [Arena Mode]|US
01006C40086EB006|01006C40086EB0060000000000000003|0|1|0|AeternoBlade [Assassin Costume]|AeternoBlade [Assassin Costume]|US
01006C40086EB002|01006C40086EB0020000000000000003|0|1|0|AeternoBlade [Bikini Costume]|AeternoBlade [Bikini Costume]|US
01006C40086EB004|01006C40086EB0040000000000000003|0|1|0|AeternoBlade [Ninja Costume]|AeternoBlade [Ninja Costume]|US
01006C40086EB005|01006C40086EB0050000000000000003|0|1|0|AeternoBlade [Time Guardian Costume]|AeternoBlade [Time Guardian Costume]|US
01006C40086EB007|01006C40086EB0070000000000000003|0|1|0|AeternoBlade [Vernia Costume]|AeternoBlade [Vernia Costume]|US
010093600A60C000|010093600A60C0000000000000000004|0|0|0|Agatha Knife|Agatha Knife|US
010093600A60C800|00000000000000000000000000000000|1|0|0|Agatha Knife|Agatha Knife|196608
010005A00A4F4000|010005A00A4F40000000000000000004|0|0|0|Air Hockey|Air Hockey|US
01004C700B106000|01004C700B1060000000000000000004|0|0|0|Air Mail|Air Mail|US
0100F5400AB6C000|0100F5400AB6C0000000000000000005|0|0|0|Alchemic Jousts|Alchemic Jousts|US
0100F5400AB6C800|00000000000000000000000000000000|1|0|0|Alchemic Jousts|Alchemic Jousts|131072
0100C1F00A9B8000|0100C1F00A9B80000000000000000004|0|0|0|All-Star Fruit Racing|All-Star Fruit Racing|US
0100C1F00A9B8800|00000000000000000000000000000000|1|0|0|All-Star Fruit Racing|All-Star Fruit Racing|65536
01004DB00935A000|01004DB00935A0000000000000000003|0|0|0|Alteric|Alteric|US
01004DB00935A800|01004DB00935A8000000000000000004|1|0|0|Alteric|Alteric|0
0100A620083DA000|0100A620083DA0000000000000000003|0|0|0|Ambition of the Slimes|Ambition of the Slimes|US
0100AE000AEBC000|0100AE000AEBC0000000000000000004|0|0|0|Angels of Death|Angels of Death|US
0100AE000AEBC800|00000000000000000000000000000000|1|0|0|Angels of Death|Angels of Death|196608
0100706005B6A000|0100706005B6A0000000000000000004|0|0|0|Anima: Gate of Memories|Anima: Gate of Memories|US
010033F00B3FA000|010033F00B3FA0000000000000000004|0|0|0|Anima: Gate of Memories - Arcane Edition|Anima: Gate of Memories - Arcane Edition|US
010033F00B3FA800|010033F00B3FA8000000000000000004|1|0|0|Anima: Gate of Memories - Arcane Edition|Anima: Gate of Memories - Arcane Edition|0
01007A400B3F8000|01007A400B3F80000000000000000004|0|0|0|Anima: Gate of Memories - The Nameless Chronicles|Anima: Gate of Memories - The Nameless Chronicles|US
01007A400B3F8800|00000000000000000000000000000000|1|0|0|Anima: Gate of Memories - The Nameless Chronicles|Anima: Gate of Memories - The Nameless Chronicles|65536
010065B009B3A000|010065B009B3A0000000000000000004|0|0|0|Animal Rivals: Nintendo Switch Edition|Animal Rivals: Nintendo Switch Edition|US
0100EFE009424000|0100EFE0094240000000000000000004|0|0|0|Animal Super Squad|Animal Super Squad|US
0100EFE009424800|00000000000000000000000000000000|1|0|0|Animal Super Squad|Animal Super Squad|196608
01003C200A232000|01003C200A2320000000000000000004|0|0|0|Animated Jigsaws: Beautiful Japanese Scenery|Animated Jigsaws: Beautiful Japanese Scenery|US
01003C200A232800|00000000000000000000000000000000|1|0|0|Animated Jigsaws: Beautiful Japanese Scenery|Animated Jigsaws: Beautiful Japanese Scenery|65536
010008400A268000|010008400A2680000000000000000004|0|0|0|Another Lost Phone: Laura's Story|Another Lost Phone: Laura's Story|US
01003C300AAAE000|01003C300AAAE0000000000000000004|0|0|0|Another World|Another World|US
0100016007154000|01000160071540000000000000000003|0|0|0|Antiquia Lost|Antiquia Lost|US
0100016007155005|01000160071550050000000000000003|0|1|0|Antiquia Lost [Battle Encounter Bead]|Antiquia Lost [Battle Encounter Bead]|US
0100016007155004|01000160071550040000000000000003|0|1|0|Antiquia Lost [Boost Bead Set]|Antiquia Lost [Boost Bead Set]|US
0100016007155001|01000160071550010000000000000003|0|1|0|Antiquia Lost [Experience Value Crystal]|Antiquia Lost [Experience Value Crystal]|US
0100016007155002|01000160071550020000000000000003|0|1|0|Antiquia Lost [SP Crystal]|Antiquia Lost [SP Crystal]|US
0100016007155003|01000160071550030000000000000003|0|1|0|Antiquia Lost [Skill Level Crystal]|Antiquia Lost [Skill Level Crystal]|US
010051C003A08000|010051C003A080000000000000000003|0|0|0|Aperion Cyberstorm|Aperion Cyberstorm|US
010051C003A08800|00000000000000000000000000000000|1|0|0|Aperion Cyberstorm|Aperion Cyberstorm|131072
0100802009C52000|0100802009C520000000000000000004|0|0|0|Aqua Kitty UDX|Aqua Kitty UDX|JP
0100802009C52800|00000000000000000000000000000000|1|0|0|Aqua Kitty UDX|Aqua Kitty UDX|65536
0100D0D00516A000|0100D0D00516A0000000000000000003|0|0|0|Aqua Moto Racing Utopia|Aqua Moto Racing Utopia|US
0100D0D00516A800|0100D0D00516A8000000000000000003|1|0|0|Aqua Moto Racing Utopia|Aqua Moto Racing Utopia|0
0100BE80097FA000|0100BE80097FA0000000000000000004|0|0|0|Arcade Archives 10-Yard Fight|Arcade Archives 10-Yard Fight|US
